IDFR;DT_REF;IN_EVS;EST_CVL;CLS_GNR;RGAO_GEO;SGM_CLI;VL_SLR_MSL;QT_PRD_COM_BB;TMP_RLC_COM_BB;CTGR_MC_EPGR;RAMO_MC_EPGR;NM_CTRA;VL_CST_SVR;FXA_IDD;QT_RCLM_CLI;PRI_ATDT_CLI
3083;2023-12-01;0.0;SEPARADO;F;SUDESTE;2.0;7100.0;25.0;26.0;ATACADO;SERVICOS;ESTILO_B;262.14;50-59;;0.0
8050;2023-12-01;0.0;CASADO;F;SUDESTE;4.0;1290.0;3.0;5.0;VAREJO;SERVICOS;NEGOCIAL;17.1;40-49;;0.0
5806;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;2.0;3390.0;7.0;17.0;ATACADO;SERVICOS;ESTILO_A;39.46;40-49;;0.0
1242;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;9200.0;10.0;13.0;ATACADO;SERVICOS;ESTILO_A;74.53;60-69;0.0;0.0
7785;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;1.0;7700.0;8.0;26.0;ATACADO;INDUSTRIA;NEGOCIAL;120.5;40-49;;0.0
8858;2023-10-01;0.0;CASADO;M;SUDESTE;4.0;530.0;1.0;0.0;ATACADO;SERVICOS;NEGOCIAL;0.05;40-49;0.0;0.0
6262;2023-10-01;1.0;SEPARADO;F;SUL;2.0;3730.0;4.0;22.0;ATACADO;INDUSTRIA;NEGOCIAL;5.72;40-49;45.0;1.0
6168;2023-10-01;0.0;CASADO;F;SUL;1.0;5240.0;24.0;15.0;VAREJO;SERVICOS;NEGOCIAL;80.85;50-59;;0.0
3319;2023-11-01;0.0;SEPARADO;F;SUL;4.0;750.0;12.0;12.0;VAREJO;SERVICOS;NEGOCIAL;75.7;50-59;;0.0
6556;2023-10-01;1.0;CASADO;M;SUDESTE;3.0;2480.0;8.0;12.0;ATACADO;INDUSTRIA;AGRO;6.74;30-39;;0.0
435;2023-11-01;;;;;;;18.0;35.0;ATACADO;SERVICOS;NEGOCIAL;248.13;;;
6339;2023-12-01;;;;;;;14.0;22.0;VAREJO;SERVICOS;PERSONALIZADO;210.98;;;
3311;2023-11-01;0.0;CASADO;F;SUDESTE;4.0;2400.0;8.0;21.0;ATACADO;SERVICOS;NEGOCIAL;45.49;40-49;;0.0
3212;2023-12-01;;;;;;;;;;;OUTROS;;;;
10895;2023-10-01;;;;;;;14.0;15.0;ATACADO;INDUSTRIA;NEGOCIAL;121.56;;;
5759;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;3.0;1340.0;4.0;14.0;VAREJO;SERVICOS;ESTILO_B;14.3;40-49;;0.0
7036;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;760.0;3.0;1.0;VAREJO;SERVICOS;NEGOCIAL;8.49;10-19;;0.0
60;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1710.0;5.0;4.0;VAREJO;SERVICOS;NEGOCIAL;24.09;20-29;;0.0
1812;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2010.0;7.0;8.0;ATACADO;SERVICOS;NEGOCIAL;272.75;40-49;;0.0
6807;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;2.0;9370.0;8.0;7.0;ATACADO;SERVICOS;NEGOCIAL;26.69;30-39;;0.0
7693;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;4.0;1480.0;3.0;1.0;VAREJO;SERVICOS;EXCLUSIVO_A;18.33;30-39;;0.0
4378;2023-11-01;;;;;;;;;;;OUTROS;;;;
3550;2023-10-01;0.0;CASADO;M;NORDESTE;1.0;5820.0;24.0;31.0;VAREJO;SERVICOS;NEGOCIAL;121.18;60-69;;0.0
6026;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1720.0;6.0;6.0;ATACADO;COMERCIO;AGRO;12.33;40-49;;0.0
1722;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;4.0;580.0;2.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;3.1;10-19;;0.0
6933;2023-10-01;1.0;SOLTEIRO;F;NORTE;4.0;1550.0;4.0;9.0;VAREJO;SERVICOS;NEGOCIAL;17.51;30-39;;0.0
1501;2023-12-01;0.0;SOLTEIRO;F;SUL;4.0;1900.0;9.0;4.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;30.43;30-39;1.0;0.0
6634;2023-10-01;0.0;CASADO;M;NORDESTE;4.0;1280.0;8.0;6.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;42.59;40-49;;0.0
330;2023-10-01;;;;;;;;;;;OUTROS;;;;
367;2023-10-01;;;;;;;16.0;20.0;VAREJO;SERVICOS;NEGOCIAL;102.42;;;
4974;2023-11-01;0.0;CASADO;M;SUL;2.0;3880.0;6.0;14.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;26.75;50-59;;0.0
1768;2023-10-01;;;;;;;9.0;21.0;ATACADO;INDUSTRIA;NEGOCIAL;173.13;;;
8500;2023-10-01;1.0;SOLTEIRO;F;SUL;4.0;280.0;5.0;12.0;VAREJO;SERVICOS;NEGOCIAL;3.46;30-39;;0.0
274;2023-12-01;;;;;;;;;;;OUTROS;;;;
2028;2023-12-01;;;;;;;9.0;26.0;ATACADO;SERVICOS;NEGOCIAL;202.25;;;
8865;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1330.0;10.0;1.0;ATACADO;COMERCIO;ESTILO_B;36.57;20-29;0.0;0.0
8021;2023-12-01;0.0;CASADO;F;NORDESTE;4.0;2640.0;4.0;3.0;VAREJO;SERVICOS;NEGOCIAL;39.52;50-59;;0.0
7732;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;980.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;5.61;20-29;;0.0
6993;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;3810.0;11.0;10.0;ATACADO;SERVICOS;NEGOCIAL;35.97;50-59;;0.0
4744;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;920.0;1.0;0.0;VAREJO;SERVICOS;NEGOCIAL;4.58;10-19;7.0;1.0
8684;2023-11-01;;;;;;;;;;;OUTROS;;;;
8980;2023-12-01;1.0;CASADO;M;NORDESTE;4.0;1920.0;5.0;3.0;VAREJO;SERVICOS;NEGOCIAL;81.46;50-59;;0.0
999;2023-10-01;0.0;CASADO;F;SUDESTE;2.0;6360.0;5.0;26.0;ATACADO;SERVICOS;NEGOCIAL;122.6;50-59;;0.0
1326;2023-10-01;0.0;CASADO;F;NORDESTE;3.0;690.0;7.0;1.0;VAREJO;SERVICOS;AGRO;44.78;30-39;0.0;0.0
11050;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;1.0;7950.0;12.0;11.0;ATACADO;INDUSTRIA;PERSONALIZADO;53.96;20-29;;0.0
440;2023-10-01;0.0;CASADO;F;NORDESTE;4.0;1130.0;4.0;5.0;ATACADO;COMERCIO;EXCLUSIVO_B;34.04;30-39;;0.0
1565;2023-11-01;1.0;SOLTEIRO;M;NORDESTE;4.0;1300.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;11.48;20-29;;0.0
1620;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;2.0;2570.0;3.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;7.7;30-39;;0.0
2953;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2050.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;9.41;50-59;;0.0
4241;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2120.0;5.0;0.0;VAREJO;SERVICOS;NEGOCIAL;53.69;30-39;6.0;1.0
5348;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;2.0;7090.0;12.0;37.0;ATACADO;SERVICOS;NEGOCIAL;211.9;80-89;;0.0
4475;2023-11-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;930.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;49.41;10-19;;0.0
5481;2023-11-01;;;;;;;;;;;OUTROS;;;;
8812;2023-12-01;;;;;;;8.0;17.0;ATACADO;COMERCIO;NEGOCIAL;109.93;;;
11071;2023-10-01;1.0;SOLTEIRO;M;SUL;3.0;1880.0;3.0;4.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;19.23;20-29;;0.0
6362;2023-11-01;;;;;;;29.0;7.0;ATACADO;INDUSTRIA;INVESTIDOR;236.75;;;
2122;2023-12-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;1630.0;5.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.88;20-29;;0.0
5811;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2930.0;8.0;6.0;ATACADO;INDUSTRIA;ESTILO_B;30.14;20-29;;0.0
1456;2023-12-01;;;;;;;20.0;26.0;ATACADO;SERVICOS;NEGOCIAL;209.24;;;
1645;2023-10-01;1.0;SOLTEIRO;F;SUL;4.0;1580.0;4.0;16.0;ATACADO;COMERCIO;NEGOCIAL;5.78;30-39;;0.0
5789;2023-10-01;0.0;SOLTEIRO;M;SUL;2.0;1470.0;28.0;2.0;ATACADO;COMERCIO;NEGOCIAL;21.28;20-29;;0.0
3370;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;2560.0;8.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;46.21;50-59;;0.0
4018;2023-12-01;1.0;SOLTEIRO;F;SUDESTE;4.0;260.0;3.0;1.0;VAREJO;SERVICOS;NEGOCIAL;11.13;10-19;;0.0
7935;2023-12-01;0.0;SEPARADO;M;SUDESTE;2.0;3200.0;8.0;16.0;ATACADO;INDUSTRIA;NEGOCIAL;27.04;50-59;9.0;1.0
10760;2023-10-01;0.0;CASADO;F;NORDESTE;3.0;2250.0;5.0;18.0;ATACADO;SERVICOS;INVESTIDOR;18.97;30-39;;0.0
6058;2023-12-01;0.0;SOLTEIRO;M;NORTE;3.0;3560.0;16.0;17.0;ATACADO;SERVICOS;PERSONALIZADO;67.33;30-39;;0.0
4962;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;810.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;18.43;10-19;;0.0
572;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;880.0;15.0;22.0;ATACADO;SERVICOS;INVESTIDOR;127.38;60-69;0.0;0.0
1016;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;1.0;8630.0;9.0;10.0;ATACADO;INDUSTRIA;NEGOCIAL;104.67;20-29;;0.0
5897;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;1.0;500.0;8.0;13.0;ATACADO;SERVICOS;PRIVATE;85.41;30-39;;0.0
8419;2023-10-01;0.0;VIUVO;F;NORDESTE;3.0;5730.0;12.0;22.0;ATACADO;SERVICOS;AGRO;62.95;60-69;;0.0
6381;2023-11-01;;;;;;;12.0;21.0;ATACADO;SERVICOS;NEGOCIAL;171.84;;;
9747;2023-12-01;0.0;SOLTEIRO;M;SUL;4.0;820.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;13.83;10-19;;0.0
2224;2023-10-01;;;;;;;20.0;23.0;ATACADO;SERVICOS;NEGOCIAL;94.88;;;
9281;2023-11-01;;;;;;;;;;;OUTROS;;;;
347;2023-10-01;;;;;;;;;;;OUTROS;;;;
1064;2023-10-01;0.0;CASADO;M;NORTE;2.0;4660.0;6.0;3.0;ATACADO;SERVICOS;NEGOCIAL;12.39;30-39;;0.0
1320;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;3.0;4100.0;4.0;24.0;ATACADO;INDUSTRIA;NEGOCIAL;11.37;40-49;;0.0
10205;2023-12-01;;;;;;;;;;;OUTROS;;;;
5554;2023-11-01;0.0;VIUVO;F;SUDESTE;4.0;880.0;6.0;16.0;VAREJO;SERVICOS;EXCLUSIVO_A;37.84;60-69;;0.0
6534;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2310.0;7.0;23.0;ATACADO;SERVICOS;EXCLUSIVO_B;35.22;50-59;;0.0
10047;2023-10-01;0.0;CASADO;M;NORDESTE;3.0;3230.0;12.0;17.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;23.68;30-39;;0.0
4380;2023-12-01;1.0;SOLTEIRO;M;CENTRO-OESTE;3.0;5810.0;4.0;23.0;VAREJO;COMERCIO;NEGOCIAL;11.37;50-59;;0.0
7228;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2480.0;7.0;8.0;ATACADO;SERVICOS;NEGOCIAL;32.29;50-59;;0.0
7584;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;2.0;4490.0;8.0;16.0;ATACADO;INDUSTRIA;AGRO;61.26;40-49;;0.0
10372;2023-11-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1440.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.06;30-39;1.0;1.0
6379;2023-12-01;;;;;;;7.0;11.0;ATACADO;COMERCIO;NEGOCIAL;255.12;;;
6231;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3710.0;11.0;3.0;ATACADO;INDUSTRIA;NEGOCIAL;34.59;20-29;;0.0
6006;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;3.0;2500.0;8.0;6.0;VAREJO;SERVICOS;NEGOCIAL;33.71;20-29;1.0;1.0
806;2023-12-01;;;;;;;;;;;OUTROS;;;;
3247;2023-10-01;1.0;SEPARADO;F;SUDESTE;3.0;1710.0;5.0;24.0;ATACADO;COMERCIO;NEGOCIAL;5.73;40-49;2.0;1.0
9401;2023-12-01;1.0;CASADO;F;SUDESTE;3.0;4720.0;5.0;14.0;VAREJO;SERVICOS;NEGOCIAL;11.64;30-39;;0.0
2992;2023-10-01;0.0;CASADO;M;NORDESTE;2.0;3610.0;9.0;19.0;ATACADO;SERVICOS;EXCLUSIVO_A;52.83;90-max;0.0;0.0
2076;2023-11-01;0.0;SEPARADO;M;CENTRO-OESTE;1.0;8650.0;16.0;30.0;ATACADO;SERVICOS;NEGOCIAL;191.73;50-59;;0.0
7119;2023-11-01;0.0;SOLTEIRO;M;SUL;3.0;3340.0;9.0;3.0;VAREJO;SERVICOS;NEGOCIAL;102.53;30-39;;0.0
3941;2023-11-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;1930.0;5.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;25.26;20-29;;0.0
6854;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;2.0;5220.0;17.0;24.0;ATACADO;SERVICOS;NEGOCIAL;129.91;40-49;;0.0
9066;2023-10-01;0.0;CASADO;F;SUDESTE;3.0;1670.0;11.0;0.0;VAREJO;SERVICOS;PRIVATE;20.5;30-39;;0.0
10544;2023-10-01;0.0;CASADO;M;SUDESTE;3.0;2250.0;8.0;1.0;ATACADO;SERVICOS;NEGOCIAL;19.61;40-49;;0.0
2110;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;4.0;2110.0;5.0;10.0;ATACADO;INDUSTRIA;NEGOCIAL;8.39;20-29;;0.0
11318;2023-12-01;;;;;;;;;;;OUTROS;;;;
6047;2023-12-01;;;;;;;9.0;18.0;VAREJO;SERVICOS;AGRO;227.18;;;
9970;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2770.0;5.0;7.0;ATACADO;COMERCIO;NEGOCIAL;15.15;30-39;;0.0
2441;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;6030.0;15.0;23.0;ATACADO;SERVICOS;NEGOCIAL;125.8;60-69;;0.0
9077;2023-10-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;560.0;5.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;5.87;10-19;;0.0
9909;2023-10-01;;;;;;;32.0;26.0;ATACADO;INDUSTRIA;NEGOCIAL;166.81;;;
2520;2023-12-01;0.0;SOLTEIRO;F;SUL;1.0;7640.0;23.0;11.0;VAREJO;SERVICOS;AGRO;234.53;40-49;0.0;0.0
6831;2023-11-01;1.0;SOLTEIRO;F;SUL;3.0;4170.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.13;20-29;;0.0
1823;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4720.0;6.0;0.0;ATACADO;INDUSTRIA;AGRO;57.29;10-19;;0.0
573;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;3.0;2960.0;3.0;1.0;ATACADO;COMERCIO;NEGOCIAL;11.13;20-29;;0.0
8344;2023-12-01;0.0;CASADO;M;SUL;2.0;6720.0;8.0;16.0;VAREJO;INDUSTRIA;ESTILO_A;78.2;40-49;;0.0
4103;2023-10-01;1.0;SEPARADO;F;SUL;3.0;1520.0;15.0;13.0;VAREJO;SERVICOS;NEGOCIAL;13.16;50-59;;0.0
6963;2023-11-01;1.0;SOLTEIRO;M;SUL;4.0;2330.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;116.82;20-29;;0.0
6656;2023-11-01;1.0;CASADO;F;SUL;3.0;5890.0;5.0;5.0;ATACADO;COMERCIO;NEGOCIAL;27.72;20-29;;0.0
8482;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1760.0;5.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;33.49;40-49;;0.0
2582;2023-12-01;0.0;SEPARADO;M;SUDESTE;4.0;2440.0;7.0;5.0;VAREJO;SERVICOS;NEGOCIAL;203.92;50-59;;0.0
1118;2023-12-01;1.0;SOLTEIRO;M;SUL;3.0;7880.0;2.0;3.0;VAREJO;INDUSTRIA;NEGOCIAL;11.13;20-29;;0.0
1492;2023-11-01;1.0;SOLTEIRO;M;NORDESTE;3.0;3170.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.13;30-39;;0.0
11277;2023-11-01;1.0;SOLTEIRO;M;NORDESTE;3.0;2710.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;19.63;30-39;;0.0
2417;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;4.0;720.0;4.0;0.0;ATACADO;SERVICOS;PERSONALIZADO;45.15;10-19;;0.0
10040;2023-11-01;;;;;;;;;;;OUTROS;;;;
9624;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;1.0;3430.0;6.0;21.0;ATACADO;SERVICOS;NEGOCIAL;5.72;40-49;;0.0
11160;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;2850.0;11.0;5.0;ATACADO;COMERCIO;NEGOCIAL;109.81;40-49;0.0;0.0
8382;2023-11-01;0.0;CASADO;M;SUDESTE;2.0;7730.0;9.0;23.0;VAREJO;INDUSTRIA;NEGOCIAL;126.51;40-49;;0.0
5047;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;4950.0;23.0;38.0;ATACADO;SERVICOS;NEGOCIAL;172.6;60-69;;0.0
3075;2023-12-01;;;;;;;;;;;OUTROS;;;;
3752;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;1.0;8630.0;12.0;31.0;ATACADO;SERVICOS;PRIVATE;291.16;50-59;;0.0
9166;2023-10-01;;;;;;;9.0;33.0;ATACADO;SERVICOS;ESTILO_A;38.89;;;
664;2023-11-01;1.0;CASADO;M;NORDESTE;2.0;6560.0;3.0;1.0;ATACADO;SERVICOS;EXCLUSIVO_B;13.74;60-69;;0.0
6041;2023-11-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1350.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;212.89;10-19;;0.0
340;2023-12-01;1.0;SEPARADO;M;SUDESTE;3.0;3130.0;10.0;1.0;ATACADO;SERVICOS;NEGOCIAL;40.85;30-39;;0.0
7623;2023-12-01;0.0;SOLTEIRO;F;NORDESTE;3.0;8330.0;6.0;1.0;VAREJO;SERVICOS;NEGOCIAL;39.35;30-39;;0.0
10342;2023-10-01;0.0;SEPARADO;M;NORDESTE;3.0;1600.0;8.0;3.0;ATACADO;COMERCIO;AGRO;120.68;50-59;;0.0
5095;2023-12-01;0.0;CASADO;F;NORDESTE;2.0;5530.0;19.0;46.0;ATACADO;SERVICOS;PRIVATE;173.27;60-69;;0.0
3577;2023-11-01;0.0;CASADO;M;SUDESTE;1.0;8680.0;32.0;42.0;ATACADO;SERVICOS;NEGOCIAL;298.28;60-69;;0.0
7694;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2130.0;5.0;2.0;VAREJO;SERVICOS;NEGOCIAL;8.33;20-29;;0.0
8065;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;3.0;1550.0;6.0;9.0;ATACADO;COMERCIO;NEGOCIAL;38.9;20-29;1.0;0.0
9123;2023-10-01;0.0;CASADO;F;SUDESTE;4.0;1330.0;10.0;20.0;ATACADO;COMERCIO;NEGOCIAL;13.79;40-49;;0.0
6505;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;4.0;1840.0;3.0;9.0;ATACADO;SERVICOS;NEGOCIAL;94.3;30-39;;0.0
1600;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;2320.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;21.0;20-29;;0.0
507;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;2560.0;8.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;127.65;20-29;;0.0
8630;2023-10-01;;;;;;;15.0;40.0;ATACADO;SERVICOS;EXCLUSIVO_A;93.05;;;
3846;2023-11-01;;;;;;;;;;;OUTROS;;;;
195;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2040.0;4.0;14.0;VAREJO;INDUSTRIA;NEGOCIAL;11.5;30-39;;0.0
3787;2023-12-01;0.0;CASADO;F;SUDESTE;3.0;5530.0;5.0;17.0;ATACADO;INDUSTRIA;NEGOCIAL;29.86;40-49;;0.0
10914;2023-10-01;1.0;CASADO;F;SUDESTE;2.0;4690.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;10.04;30-39;;0.0
4421;2023-11-01;1.0;CASADO;M;SUL;3.0;2560.0;5.0;19.0;ATACADO;INDUSTRIA;NEGOCIAL;11.56;30-39;;0.0
10167;2023-12-01;1.0;SOLTEIRO;F;SUDESTE;3.0;2550.0;8.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;12.1;30-39;1.0;0.0
8937;2023-12-01;;;;;;;9.0;26.0;VAREJO;INDUSTRIA;NEGOCIAL;197.86;;;
1892;2023-12-01;1.0;CASADO;M;CENTRO-OESTE;4.0;2260.0;10.0;3.0;VAREJO;SERVICOS;NEGOCIAL;51.92;40-49;;0.0
10386;2023-10-01;1.0;CASADO;M;SUL;1.0;8950.0;11.0;19.0;VAREJO;INDUSTRIA;AGRO;55.95;40-49;;0.0
9850;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;2.0;1830.0;9.0;15.0;VAREJO;COMERCIO;EXCLUSIVO_B;64.57;30-39;;0.0
9035;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;2.0;6160.0;16.0;4.0;ATACADO;INDUSTRIA;ESTILO_A;78.92;20-29;0.0;0.0
4544;2023-11-01;0.0;CASADO;F;NORDESTE;1.0;2370.0;9.0;12.0;VAREJO;SERVICOS;PERSONALIZADO;104.85;40-49;;0.0
5739;2023-10-01;1.0;SOLTEIRO;M;NORTE;3.0;1300.0;9.0;3.0;VAREJO;SERVICOS;NEGOCIAL;15.67;30-39;;0.0
6465;2023-10-01;;;;;;;19.0;19.0;ATACADO;INDUSTRIA;NEGOCIAL;129.59;;;
4647;2023-11-01;;;;;;;;;;;OUTROS;;;;
6697;2023-10-01;0.0;SOLTEIRO;M;NORTE;3.0;1580.0;7.0;13.0;VAREJO;COMERCIO;NEGOCIAL;12.85;30-39;;0.0
5768;2023-11-01;;;;;;;11.0;22.0;ATACADO;SERVICOS;NEGOCIAL;129.21;;;
9397;2023-12-01;;;;;;;15.0;17.0;ATACADO;SERVICOS;NEGOCIAL;181.77;;;
7707;2023-10-01;0.0;SOLTEIRO;F;SUL;4.0;290.0;1.0;0.0;ATACADO;SERVICOS;NEGOCIAL;0.0;10-19;;0.0
8722;2023-11-01;1.0;SOLTEIRO;F;SUL;4.0;1770.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.18;60-69;0.0;0.0
9097;2023-12-01;1.0;CASADO;F;SUDESTE;1.0;5220.0;7.0;22.0;ATACADO;SERVICOS;NEGOCIAL;12.05;40-49;;0.0
4393;2023-10-01;;;;;;;14.0;61.0;ATACADO;SERVICOS;NEGOCIAL;157.12;;;
3270;2023-11-01;0.0;CASADO;F;SUDESTE;3.0;3140.0;4.0;23.0;ATACADO;SERVICOS;NEGOCIAL;21.45;40-49;;0.0
4815;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;3680.0;3.0;3.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;43.19;30-39;;0.0
5114;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2000.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;15.68;10-19;;0.0
56;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2120.0;5.0;8.0;VAREJO;SERVICOS;NEGOCIAL;14.66;30-39;0.0;0.0
9838;2023-12-01;;;;;;;15.0;16.0;VAREJO;SERVICOS;NEGOCIAL;142.39;;;
1130;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1720.0;8.0;0.0;VAREJO;SERVICOS;NEGOCIAL;282.03;10-19;;0.0
1594;2023-12-01;;;;;;;;;;;OUTROS;;;;
6070;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;3.0;2690.0;8.0;2.0;ATACADO;COMERCIO;NEGOCIAL;47.26;20-29;0.0;0.0
3613;2023-11-01;;;;;;;38.0;15.0;ATACADO;INDUSTRIA;ESTILO_A;274.18;;;
230;2023-12-01;0.0;CASADO;F;SUL;2.0;3900.0;3.0;17.0;ATACADO;INDUSTRIA;NEGOCIAL;157.34;30-39;;0.0
2993;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;4.0;2910.0;5.0;1.0;ATACADO;SERVICOS;NEGOCIAL;50.24;40-49;;0.0
9563;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;4970.0;10.0;44.0;ATACADO;SERVICOS;PRIVATE;112.42;80-89;;0.0
10663;2023-11-01;0.0;CASADO;M;SUL;2.0;5820.0;5.0;22.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;38.09;60-69;;0.0
3178;2023-10-01;;;;;;;22.0;66.0;ATACADO;SERVICOS;NEGOCIAL;220.12;;;
7234;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3450.0;9.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;46.14;50-59;;0.0
4035;2023-12-01;1.0;SOLTEIRO;M;NORTE;2.0;4680.0;7.0;20.0;ATACADO;COMERCIO;NEGOCIAL;48.76;40-49;;0.0
4735;2023-11-01;;;;;;;16.0;33.0;ATACADO;SERVICOS;NEGOCIAL;212.41;;;
9656;2023-10-01;;;;;;;11.0;58.0;ATACADO;SERVICOS;NEGOCIAL;174.21;;;
7401;2023-11-01;;;;;;;26.0;40.0;ATACADO;SERVICOS;NEGOCIAL;295.3;;;
8227;2023-10-01;0.0;CASADO;F;NORDESTE;1.0;6870.0;9.0;21.0;ATACADO;SERVICOS;PRIVATE;59.51;60-69;;0.0
2382;2023-11-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;1060.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;11.13;10-19;;0.0
8930;2023-11-01;0.0;CASADO;M;SUL;1.0;3580.0;9.0;15.0;VAREJO;SERVICOS;NEGOCIAL;133.46;70-79;;0.0
